trade_licence_no,business_name,proprietor_name,trade_category,business_address,ward_name,ward_no,pin_code,pan,gstin,mobile,email,licence_issue_date,licence_expiry_date,licence_status,num_employees,annual_turnover
BBMP/560058/0281,Karnataka Beverages Group,Priya Kumar,GARMENT,"771/9, Service Road, BEL Road, Bengaluru, B'lore",BEL Road,117,560058,HIOPC4428I,29HIOPC4428I2ZF,9943117319,,2005-04-28,2027-04-28,SUSPENDED,133,30434204.0
BBMP/560058/0283,Bangalore Metals Ltd,Ramesh Sharma,FACTORY,"2nd Cross, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,165,560058,HRIFG4506U,29HRIFG4506U8Z0,,,2022-05-08,2027-05-08,CANCELLED,428,22075540.0
BBMP/560058/0284,Shree Pumps Corporation,Suresh Nair,FACTORY,"362/7, Cross Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,184,560058,KVVHA1310X,,,,2018-07-23,2027-07-23,SUSPENDED,371,48189570.0
BBMP/560058/0286,Balaji Chemicals International,Rajesh Rao,FACTORY,"1st Cross, Yeshwanthpur, Bengaluru, 560058",Yeshwanthpur,164,560058,PRWAA9690K,29PRWAA9690K7ZH,,,2004-05-11,2027-05-11,ACTIVE,482,16673959.0
BBMP/560058/0288,Sunrise Foundry Group,Suresh Kumar,PRINTING,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,147,560058,,,,,1996-07-05,2027-07-05,ACTIVE,391,26879472.0
BBMP/560100/0289,Rubber KS Co,Rajesh Nair,GARMENT,"694/1, Cross Road, Bommanahalli, Bengaluru, 560100",Bommanahalli,197,560100,WKQHN2560M,29WKQHN2560M7Z6,,,2017-01-01,2027-01-01,ACTIVE,31,28236757.0
BBMP/560058/0290,Janatha Pumps Ltd,Priya Rao,PRINTING,"Service Road, Peenya 2nd Stage, Bengaluru, B'lore",Peenya 2nd Stage,11,560058,LGUAB1556L,,,,1998-04-21,2027-04-21,ACTIVE,622,44091812.0
BBMP/560058/0291,National Pumps Corporation,Ramesh Sharma,FACTORY,"201/4, 2nd Cross, BEL Road, Bengaluru, B'lore",BEL Road,153,560058,UIRCW6468S,29UIRCW6468S5ZQ,9212579573,,1993-11-03,2027-11-03,ACTIVE,470,42890021.0
BBMP/560058/0292,Sunrise Foods Ltd,Suresh Reddy,PHARMA,"2nd Cross, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,192,560058,VAACL0121S,,9312412969,,2020-05-07,2027-05-07,SUSPENDED,295,37111668.0
BBMP/560058/0293,Chemicals Peoples International,Priya Nair,FOOD,"389/2, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,29,560058,HGVCV1576N,29HGVCV1576N2Z7,9240439719,,1996-07-27,2027-07-27,ACTIVE,199,27441953.0
BBMP/560058/0294,Royal Rubber Factory,Rajesh Rao,GARMENT,"Service Road, Peenya 1st Stage, Bengaluru, 560058",Peenya 1st Stage,116,560058,QHDPQ9820P,29QHDPQ9820P2ZA,9906710856,,2002-02-21,2027-02-21,ACTIVE,665,5216392.0
BBMP/560100/0295,Chemicals Global Factory,Priya Kumar,PHARMA,"213/4, Main Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,129,560100,WKHFM5935E,29WKHFM5935E5ZS,9347151294,,2015-01-04,2027-01-04,ACTIVE,602,39031549.0
BBMP/560100/0296,Bangalore Steel Industries,Ramesh Kumar,FACTORY,"Factory Road, Hosur Road, Bengaluru, B'lore",Hosur Road,57,560100,HNOPC7900B,29HNOPC7900B6ZC,,,2001-02-11,2027-02-11,SUSPENDED,314,17997542.0
BBMP/560100/0297,Royal Pharmaceuticals Limited,Ramesh Reddy,GARMENT,"842/1, 3rd Main, Hosur Road, Bengaluru, 560100",Hosur Road,113,560100,ZYWAH2745Z,29ZYWAH2745Z8ZT,9192208503,,2012-10-19,2027-10-19,ACTIVE,325,18127057.0
BBMP/560058/0298,Balaji Paper Corporation,Ramesh Reddy,FACTORY,"Main Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,185,560058,LTTFW5307E,,,,1998-01-04,2027-01-04,ACTIVE,649,27801084.0
BBMP/560058/0299,Infosys Foods Mfg,Priya Sharma,FACTORY,"Ring Road, Rajajinagar Industrial Estate, Bengaluru, B'lore",Rajajinagar Industrial Estate,62,560058,,,9693679128,,1996-11-08,2027-11-08,CANCELLED,186,18387732.0
BBMP/560058/0301,Star Pharmaceuticals Traders,Ramesh Kumar,FACTORY,"602/4, 1st Cross, Peenya, Bengaluru, B'lore",Peenya,103,560058,HADFC8623S,29HADFC8623S8ZT,9891659872,,2020-05-02,2027-05-02,ACTIVE,98,26364476.0
BBMP/560100/0302,Premier Metals Mfr,Suresh Kumar,FACTORY,"3rd Main, Electronic City Phase 1, Bengaluru, 560100",Electronic City Phase 1,7,560100,KYGPF2629W,29KYGPF2629W4ZV,9918041802,,2017-09-25,2027-09-25,ACTIVE,571,28765434.0
BBMP/560100/0303,Peoples Steel Private Limited,Rajesh Kumar,FACTORY,"Ring Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,166,560100,KACCE3740R,,9399726314,,1991-07-15,2027-07-15,ACTIVE,170,6236409.0
BBMP/560058/0304,Mphasis Foods Co,Ramesh Sharma,CHEMICAL,"915/9, Main Road, Yeshwanthpur, Bengaluru, B'lore",Yeshwanthpur,79,560058,VVQPW6164T,,,,2001-12-10,2027-12-10,ACTIVE,260,42009020.0
BBMP/560058/0305,JSW Fabrics International,Ramesh Nair,FACTORY,"46/7, Industrial Road, Peenya Industrial Area, Bengaluru, 560058",Peenya Industrial Area,191,560058,IQQHR3421K,,9439560357,,2000-08-15,2027-08-15,ACTIVE,17,22677563.0
BBMP/560100/0306,Wipro Textiles Ltd,Ramesh Rao,CHEMICAL,"Service Road, Kudlu Gate, Bengaluru, B'lore",Kudlu Gate,33,560100,PZSPV9711Y,29PZSPV9711Y6ZU,,,1996-05-02,2027-05-02,ACTIVE,628,48224803.0
BBMP/560100/0308,Karnataka Beverages Traders,Rajesh Nair,FACTORY,"623/7, Factory Road, Neeladri Nagar, Bengaluru, 560100",Neeladri Nagar,167,560100,LAWCC9099E,,9992516620,,2005-02-24,2027-02-24,ACTIVE,214,37396858.0
BBMP/560058/0309,Southern Fabrics Enterprises,Suresh Reddy,CHEMICAL,"Ring Road, Peenya 2nd Stage, Bengaluru, 560058",Peenya 2nd Stage,150,560058,MKPCN7870M,,,,2002-03-12,2027-03-12,ACTIVE,571,33877442.0
BBMP/560100/0312,Pumps Southern Ltd,Priya Reddy,FACTORY,"834/3, 2nd Cross, Electronic City Phase 2, Bengaluru, 560100",Electronic City Phase 2,131,560100,YKICF8006Q,,,,1995-09-23,2027-09-23,ACTIVE,195,10905556.0
BBMP/560100/0314,Furniture Balaji Traders,Ramesh Reddy,PHARMA,"699/6, 2nd Cross, Hosur Road, Bengaluru, 560100",Hosur Road,131,560100,YRJCB9880W,,9669758914,,2017-04-14,2027-04-14,ACTIVE,291,21607808.0
BBMP/560100/0316,KS Engineering Co,Rajesh Kumar,PHARMA,"175/2, Factory Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,169,560100,,,9272051317,,2005-12-19,2027-12-19,ACTIVE,339,5578777.0
BBMP/560100/0319,Mphasis Cables Group,Rajesh Rao,FACTORY,"718/1, Factory Road, Kudlu Gate, Bengaluru, 560100",Kudlu Gate,52,560100,WSHCV9103N,,9666768643,,2003-03-04,2027-03-04,SUSPENDED,749,22247623.0
BBMP/560100/0320,Peoples Pipes Traders,Suresh Reddy,PHARMA,"Ring Road, Neeladri Nagar, Bengaluru, B'lore",Neeladri Nagar,108,560100,TASCS1783N,,9608820219,,1998-03-12,2027-03-12,SUSPENDED,188,21891835.0
